gene,n_mutated,n_controls,dead_mutated,dead_control,odds_ratio,p_value,risk_diff,q_value_BY,passed_screening
ULK4,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
UFL1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
ULK2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
UHRF1BP1,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
UGT8,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
UGT2B10,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
UGT1A6,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
UGT1A1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
UGGT2,17,950,4,129,1.958258795468098,0.2750540917456734,0.0995046439628483,0.03281302244589281,True
UHRF1BP1L,13,954,1,132,0.5189393939393939,1.0,-0.061441702951136906,0.03281302244589281,True
USP53,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
USP54,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
USP6,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
WASF1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
WAS,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
WAC,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
VWF,13,954,3,130,1.9015384615384616,0.4047884454161699,0.09450088695371717,0.03281302244589281,True
VWCE,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
VWA8,10,957,3,130,2.7263736263736265,0.14757260183461732,0.16415882967607104,0.03281302244589281,True
WASHC2A,7,960,3,130,4.788461538461538,0.058560349864904916,0.29315476190476186,0.03281302244589281,True
VWA7,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
VWA3A,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
VRTN,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
VRK3,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
VPS8,9,958,3,130,3.1846153846153844,0.11436712764382075,0.197633959638135,0.03281302244589281,True
VPS54,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
VPS50,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
VWA3B,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
VPS4B,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
WASHC2C,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
WASHC5,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
WDR49,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
WDR47,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
WDR46,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
WDR44,16,951,0,133,0.0,0.14827885909548433,-0.1398527865404837,0.03281302244589281,True
WDR35,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
WDR33,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
WASHC4,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
WDR3,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
WDR17,15,952,2,131,0.9641808573106283,1.0,-0.004271708683473402,0.03281302244589281,True
WDR13,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
WDR11,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
WDHD1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
WDFY3,17,950,1,132,0.3873106060606061,0.49345690043112755,-0.08012383900928792,0.03281302244589281,True
WASL,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
WDR19,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
VPS41,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
VPS39,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
VPS35L,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
VCAN,17,950,2,131,0.833587786259542,1.0,-0.020247678018575854,0.03281302244589281,True
VCAM1,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
VAV3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
VAV1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
VANGL2,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
VANGL1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
VCL,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
UTRN,25,942,4,129,1.2004429678848283,0.7666726369858172,0.023057324840764337,0.03281302244589281,True
UTP20,16,951,2,131,0.8942202835332607,1.0,-0.012749737118822296,0.03281302244589281,True
UTP14A,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
UST,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
USPL1,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
USP9X,23,944,3,130,0.9392307692307692,1.0,-0.007277081798084006,0.03281302244589281,True
USP7,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
UTP25,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
VCP,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
VCPIP1,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
VEPH1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
VPS33B,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
VPS33A,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
VPS26A,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
VPS18,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
VPS13D,20,947,4,129,1.5852713178294573,0.3417120855502723,0.06378035902851109,0.03281302244589281,True
VPS13C,27,940,3,130,0.7788461538461539,1.0,-0.027186761229314432,0.03281302244589281,True
VPS13B,25,942,5,128,1.58984375,0.37282647569025495,0.06411889596602974,0.03281302244589281,True
VPS13A,18,949,2,131,0.7805343511450382,1.0,-0.026928931038520093,0.03281302244589281,True
VNN2,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
VN1R5,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
VLDLR,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
VIT,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
VIRMA,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
VILL,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
VIL1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
UBC,12,955,2,131,1.2580152671755724,0.6751071962119222,0.02949389179755671,0.03281302244589281,True
UBAP2,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
UBA7,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
UBA6,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TRIM46,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TRIM42,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TRIM38,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRIM37,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRIM33,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TRIM28,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TRIM49,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRIM25,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRIM23,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TRIM21,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRIM13,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRHDE,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TRDN,12,955,2,131,1.2580152671755724,0.6751071962119222,0.02949389179755671,0.03281302244589281,True
TRAPPC9,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
TRIM24,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TRAPPC8,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TRIM55,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TRIM6,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TRPC4,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TRPC3,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TRPC1,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TRPA1,13,954,2,131,1.142262317834837,0.696681665992265,0.016529592001290117,0.03281302244589281,True
TRO,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TRMT2B,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRIM58,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRMT1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRIP11,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
TRIP10,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TRIOBP,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TRIO,13,954,0,133,0.0,0.23463547986190103,-0.13941299790356393,0.03281302244589281,True
TRIM67,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TRIM60,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
TRIP12,11,956,2,131,1.3994910941475827,0.6544728231558026,0.04478889311525294,0.03281302244589281,True
TRAPPC10,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TRANK1,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TRAK2,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TOR1AIP1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TOPORS,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TOPBP1,12,955,3,130,2.1153846153846154,0.2213189810954577,0.11387434554973822,0.03281302244589281,True
TOP3A,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TOP1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TOGARAM2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TOX4,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TOGARAM1,13,954,2,131,1.142262317834837,0.696681665992265,0.016529592001290117,0.03281302244589281,True
TNXB,16,951,2,131,0.8942202835332607,1.0,-0.012749737118822296,0.03281302244589281,True
TNS3,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TNS1,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TNRC6C,11,956,1,132,0.6242424242424243,1.0,-0.04716622289844047,0.03281302244589281,True
TNRC6B,17,950,2,131,0.833587786259542,1.0,-0.020247678018575854,0.03281302244589281,True
TNRC6A,13,954,1,132,0.5189393939393939,1.0,-0.061441702951136906,0.03281302244589281,True
TOB1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TP53,331,636,53,80,1.325,0.14152182926419776,0.03433468239943757,0.03281302244589281,True
TP53BP1,12,955,3,130,2.1153846153846154,0.2213189810954577,0.11387434554973822,0.03281302244589281,True
TP53BP2,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
TRAFD1,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TRAF7,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TRAF6,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TRAF5,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TRAF3IP3,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TRAF3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRABD2A,10,957,0,133,0.0,0.3735941385672879,-0.13897596656217345,0.03281302244589281,True
TRA2B,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TPTE2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TPTE,10,957,3,130,2.7263736263736265,0.14757260183461732,0.16415882967607104,0.03281302244589281,True
TPR,20,947,3,130,1.1090497737556562,0.7480501900617651,0.012724392819429775,0.03281302244589281,True
TPP2,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TPP1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TPO,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TPCN1,7,960,3,130,4.788461538461538,0.058560349864904916,0.29315476190476186,0.03281302244589281,True
TRPC5,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
WDR6,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
TRPC6,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
TRPM1,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TUBD1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TUBA1C,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TTYH2,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TTN,167,800,28,105,1.3333333333333333,0.217691487110111,0.03641467065868262,0.03281302244589281,True
TTLL7,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TTLL5,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TUBGCP2,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TTLL4,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TTI1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TTF2,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
TTC7B,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
TTC7A,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TTC4,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TTC37,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TTK,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TTC3,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TUBGCP5,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TULP4,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
UBA1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
UACA,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
U2SURP,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TYW3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TYW1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TYRP1,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TUBGCP6,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
TYR,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TXNDC5,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TXNDC16,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TXNDC11,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TWNK,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
TUT7,12,955,5,128,4.614955357142857,0.016154803088504692,0.2826352530541012,0.03281302244589281,True
TUT4,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
TYK2,5,962,3,130,9.6,0.020628915664281298,0.46486486486486484,0.03281302244589281,True
TTC29,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TTC23L,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TTC23,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TSC2,8,959,3,130,3.8261538461538462,0.08448576560363265,0.23944212721584984,0.03281302244589281,True
TSC1,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TRRAP,14,953,1,132,0.4784382284382284,0.7062199783824453,-0.06708139709189029,0.03281302244589281,True
TRPV6,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRPV3,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TRPV2,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
TSC22D1,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TRPS1,13,954,0,133,0.0,0.23463547986190103,-0.13941299790356393,0.03281302244589281,True
TRPM7,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TRPM6,19,948,1,132,0.3434343434343434,0.4981118889322283,-0.0866089273817455,0.03281302244589281,True
TRPM5,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TRPM4,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
TRPM3,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TRPM2,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TRPM8,11,956,3,130,2.3826923076923077,0.1834411064790646,0.13674400912894635,0.03281302244589281,True
TSGA10,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TSHR,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
TSHZ1,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
TTC21B,11,956,2,131,1.3994910941475827,0.6544728231558026,0.04478889311525294,0.03281302244589281,True
TTC21A,9,958,1,132,0.7821969696969697,1.0,-0.026675945256321054,0.03281302244589281,True
TTC17,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TTC14,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TTBK2,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
TTBK1,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TSSK1B,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TSR1,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
TSPYL2,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
TSPOAP1,11,956,0,133,0.0,0.3780510816804445,-0.13912133891213388,0.03281302244589281,True
TSPEAR,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
TSPAN12,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TSNARE1,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
TSHZ3,16,951,4,129,2.124031007751938,0.258569091800409,0.11435331230283913,0.03281302244589281,True
TSHZ2,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
TRPC7,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
TNRC18,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
WDR62,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
WDR72,11,956,0,133,0.0,0.3780510816804445,-0.13912133891213388,0.03281302244589281,True
ZNF551,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF549,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF548,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF546,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
ZNF544,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
ZNF543,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF555,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF540,9,958,2,131,1.8037077426390404,0.35719799997040946,0.08547900719090698,0.03281302244589281,True
ZNF532,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
ZNF528,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
ZNF527,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF518B,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
ZNF518A,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
ZNF512,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
ZNF536,18,949,1,132,0.3640819964349376,0.49389159665038307,-0.08353822737384381,0.03281302244589281,True
ZNF510,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF560,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
ZNF564,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF613,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF611,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF609,8,959,0,133,0.0,0.6079548711090935,-0.1386861313868613,0.03281302244589281,True
ZNF608,10,957,5,128,6.4765625,0.006476072010197912,0.3662486938349007,0.03281302244589281,True
ZNF606,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF592,12,955,1,132,0.5668044077134986,1.0,-0.05488656195462478,0.03281302244589281,True
ZNF561,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF587,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
ZNF585B,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
ZNF582,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
ZNF578,7,960,0,133,0.0,0.6022730576469064,-0.13854166666666667,0.03281302244589281,True
ZNF572,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF569,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF565,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
ZNF586,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
ZNF615,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF502,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF486,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
ZNF420,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF418,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF415,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
ZNF41,9,958,0,133,0.0,0.6196569480793772,-0.13883089770354906,0.03281302244589281,True
ZNF407,10,957,1,132,0.6944444444444444,1.0,-0.03793103448275861,0.03281302244589281,True
ZNF394,6,961,1,132,1.256060606060606,0.5894569370555072,0.029309746791536584,0.03281302244589281,True
ZNF423,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
ZNF366,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
ZNF350,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
ZNF347,6,961,2,131,3.16793893129771,0.1942659066216041,0.19701699618452997,0.03281302244589281,True
ZNF34,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF335,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF334,7,960,1,132,1.0454545454545454,1.0,0.005357142857142838,0.03281302244589281,True
ZNF330,6,961,0,133,0.0,1.0,-0.1383975026014568,0.03281302244589281,True
ZNF358,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
ZNF496,5,962,1,132,1.571969696969697,0.5235917653165231,0.06278586278586279,0.03281302244589281,True
ZNF425,8,959,1,132,0.895021645021645,1.0,-0.012643378519290926,0.03281302244589281,True
ZNF43,8,959,2,131,2.1068702290076335,0.3032355838978343,0.11339937434827946,0.03281302244589281,True
ZNF483,5,962,2,131,4.229007633587786,0.14189119174482176,0.2638253638253638,0.03281302244589281,True
ZNF473,7,960,2,131,2.531297709923664,0.2485481293242838,0.14925595238095238,0.03281302244589281,True
ZNF470,5,962,0,133,0.0,1.0,-0.13825363825363826,0.03281302244589281,True
